SBD,TOÁN,VĂN,LÝ,HÓA,SINH,SỬ,ĐỊA,GDCD,ANH,KHTN,KHXH,KHỐI A,KHỐI B,KHỐI C,KHỐI D,KHỐI A1
56003260,4,6.75,,,,5.75,7.5,7.5,3.2,,6.92,,,20,13.95,
56003261,7,6,5.75,6.25,5,,,,3.8,5.67,,19,18.25,,16.8,16.55
56003263,4.2,5,,,,3.5,6.25,8,2.6,,5.92,,,14.75,11.8,
56003264,6.2,5.25,6.5,2.75,4.5,,,,7,4.58,,15.45,13.45,,18.45,19.7
56003266,5.6,4,,,,5.5,6.25,9,3.6,,6.92,,,15.75,13.2,
56003267,4.6,5,,,,4.5,6,7,4.2,,5.83,,,15.5,13.8,
56003268,6.6,7,6.25,6.25,4.25,,,,4.4,5.58,,19.1,17.1,,18,17.25
56003270,3.8,6.5,,,,4.75,6.5,7.5,2.4,,6.25,,,17.75,12.7,
56003271,5.2,7,,,,7.5,8,8.75,4.6,,8.08,,,22.5,16.8,
56003272,4,4.25,,,,3.5,7.5,7.5,3.6,,6.17,,,15.25,11.85,
56003273,2.8,5.25,,,,4.75,6,7.75,2.8,,6.17,,,16,10.85,
56003274,5.8,5,4.75,4,5.75,,,,3.4,4.83,,14.55,15.55,,14.2,13.95
56003276,6.8,5.5,4.75,3.75,5.25,,,,5,4.58,,15.3,15.8,,17.3,16.55
56003277,3.6,5.5,,,,3.75,4.5,8.25,5.6,,5.5,,,13.75,14.7,
56003278,5.6,6.25,3.5,5,6,,,,3.8,4.83,,14.1,16.6,,15.65,12.9
56003305,4.6,4.5,,,,3.75,3.75,9,3.6,,5.5,,,12,12.7,
56003306,6,7.5,5,5.25,3.75,,,,6.6,4.67,,16.25,15,,20.1,17.6
56006150,3.4,4.5,,,,3.25,4.5,8.5,1.8,,5.42,,,12.25,9.7,
56006151,4.6,5,,,,4,6,8.75,4,,6.25,,,15,13.6,
56006156,4.6,3.5,,,,5,4.25,6.25,3.4,,5.17,,,12.75,11.5,
56006160,5,5,,,,5.25,8,9,3.2,,7.42,,,18.25,13.2,
56006167,6,5,6.75,7.5,6.5,,,,3.2,6.92,,20.25,20,,14.2,15.95
56006170,5,5.75,3.25,4,4,4,5,7.5,2.8,3.75,5.5,12.25,13,14.75,13.55,11.05
56006172,3.8,2.25,3.5,3,5.75,,,,4.2,4.08,,10.3,12.55,,10.25,11.5
56006175,6.2,6.25,6.5,4.75,4.75,,,,3.6,5.33,,17.45,15.7,,16.05,16.3
56006188,4.8,5,,,,4.5,7.75,7.75,3.6,,6.67,,,17.25,13.4,
56006191,5.8,3.75,,,,4,6,8.5,3.6,,6.17,,,13.75,13.15,
56006193,5.4,4.5,,,,5.5,5.25,8.25,4.2,,6.33,,,15.25,14.1,
56006196,6.8,3.5,5.75,7.25,4.5,,,,3,5.83,,19.8,18.55,,13.3,15.55
56006208,3.2,4.25,,,,3,6,7.25,2.4,,5.42,,,13.25,9.85,
56010179,3.8,6,,,,3,4.5,7.75,2.6,,5.08,,,13.5,12.4,
56010184,3.6,4,,,,4.75,5,6.5,2,,5.42,,,13.75,9.6,
56010191,4.6,4.25,,,,3.75,4.25,6.75,2.6,,4.92,,,12.25,11.45,
